4590	11112	4
3935	1886	3
2079	15381	5
1948	6078	5
365	3459	2
1349	15511	5
10	836	5
65	3467	5
4563	16599	5
34	2254	5
1318	7484	5
1049	5513	5
1862	7612	4
1112	14743	5
1117	2738	2
2445	16266	4
2258	14060	5
458	603	5
372	10107	2
4081	17614	4
4602	13719	4
2764	5242	5
4919	11711	4
865	8031	5
2900	14153	5
3476	2751	4
1279	2325	5
4535	2220	4
1326	9599	4
3804	15570	4
1678	599	5
628	11702	4
4543	11616	5
3926	15811	5
4076	4157	4
3259	7369	3
2598	18047	5
1610	12547	4
3365	13213	4
426	5331	4
3478	13033	5
560	7345	5
423	8484	4
16	1420	5
1961	15571	4
195	3976	5
3318	12218	5
262	1802	1
3377	6204	5
1628	5149	3
1401	9467	5
203	2615	4
225	6717	4
999	12172	3
319	1151	5
1602	83	1
183	5800	5
232	6178	4
4820	413	1
654	12335	5
3455	19096	2
4079	15448	4
865	697	4
561	10615	5
550	1906	5
1054	14539	4
2674	17743	4
2354	1108	5
719	3197	5
4108	6818	5
2224	11173	5
1317	1772	4
1586	16070	4
1993	16984	5
1551	3151	5
5270	14823	4
3781	3270	4
3059	7029	5
4857	14458	5
1724	8831	5
188	6040	4
2321	4719	5
1279	2903	4
2609	825	2
3389	10456	5
2956	17606	5
4523	12922	5
2338	4373	3
248	3010	5
4415	5712	2
2631	6023	4
2134	4509	4
612	875	5
520	11403	1
5048	14417	5
273	8602	4
104	4381	5
2808	17367	2
693	707	4
664	12380	5
4748	4548	4
1154	14826	3
4763	16026	5
751	11856	5
2699	10391	4
2449	8106	4
1844	14759	5
1450	9894	5
4733	9264	5
2776	18745	4
235	1478	5
4887	17003	5
1891	11046	4
1630	6039	5
1432	15827	5
4010	17014	1
496	2490	3
252	6569	5
256	1215	4
10	882	3
975	11949	5
2834	5908	5
66	3527	5
4567	16348	5
4503	18518	1
366	5403	5
4809	7409	2
4105	18608	5
192	2726	2
262	7983	4
1351	15523	4
16	1519	5
816	13180	3
5097	5276	5
2777	762	2
3511	16120	4
1399	15743	4
3197	6268	5
4035	1022	5
1472	2704	2
1997	7716	4
2887	5440	4
1691	7445	5
2542	8223	4
249	6433	5
4417	13176	5
4763	13866	5
3625	16706	5
3421	8364	4
2015	9487	5
1615	1256	4
1802	16446	5
708	6747	4
3763	661	4
3415	8913	3
973	3346	5
3443	7139	5
4909	19229	5
4299	5031	4
2693	7564	5
473	1645	2
1506	301	3
1790	16512	4
299	3202	1
4744	4527	5
2809	3446	5
5091	14531	4
1472	4643	3
3323	4588	5
1223	7913	5
2268	8329	3
2332	13405	4
1855	4060	5
1515	3502	4
592	11980	5
2310	14549	4
1135	14240	3
1073	2394	5
5244	6112	5
5035	7142	5
1556	16000	5
2555	3322	5
387	2479	5
3395	878	5
5251	7538	1
1782	11238	3
1326	13211	4
2287	17734	5
2554	5427	5
601	10521	4
1644	16303	1
366	4170	2
3476	16699	4
2607	7725	5
569	2400	4
3349	16050	5
3126	14918	4
1298	14945	5
2435	16146	5
3927	5507	1
2206	4304	5
1771	9855	4
4802	12909	4
2121	1382	4
3445	11380	5
2395	3674	5
786	13084	2
2103	12463	4
1964	3176	5
1062	3298	5
4132	9834	5
2769	11717	5
3772	5483	5
16	336	5
1564	13065	5
85	2997	2
1487	4074	4
3246	983	4
3422	13044	4
1157	14847	5
1897	5934	5
4815	16825	5
252	6403	4
4072	19166	4
379	2443	5
4113	2324	5
4789	16875	5
3947	12738	3
3575	5253	5
2053	2294	5
1056	6752	3
2651	825	5
4647	18379	5
4383	11051	4
4808	18822	4
2979	6840	5
249	3245	5
1415	211	2
1626	15831	4
1567	12271	4
2180	280	5
949	13810	5
2364	11889	5
234	1082	5
2659	14249	5
407	10521	4
2383	13940	4
2364	17846	4
249	431	4
777	1272	3
1821	14472	4
2104	17265	5
3419	10705	4
2503	10965	4
99	4276	3
3952	2472	4
3043	10138	5
1125	8110	5
789	2017	2
2394	2200	5
292	787	4
1385	9929	4
3015	1700	5
323	1055	5
1039	4925	5
558	11791	4
5289	16175	4
1376	15664	4
4840	14866	5
2103	4191	3
16	490	5
53	2792	4
376	4091	4
741	6131	4
188	6019	4
2840	12980	3
3285	1256	4
2401	8600	5
2224	15798	5
64	3398	3
114	4545	5
592	7094	5
4328	8689	4
1046	14507	4
1046	11614	4
3439	17078	5
126	4755	5
366	9495	5
2556	8258	5
1311	4305	5
3768	5515	5
3558	4035	5
1471	8395	4
2519	4290	5
2279	3900	5
1861	1513	4
2150	15442	4
719	9035	4
280	4109	2
1006	13830	4
901	1710	5
3491	3896	5
2708	15114	5
1666	4068	5
5023	18138	2
2433	12076	4
4599	15708	4
3350	3902	5
2071	268	4
2560	10328	4
4752	19071	4
2	351	5
1899	4302	5
346	9686	3
2981	2295	5
1461	357	3
4326	11592	4
4180	16308	4
3311	17569	4
1439	5691	4
134	4925	4
1412	2617	3
319	9085	5
2618	5042	5
2633	14974	5
2144	15444	5
1531	3658	4
2332	8365	4
4858	10685	4
3223	15303	4
2364	7481	5
248	3057	2
627	6065	4
1568	10064	5
250	7681	5
1162	2498	4
1128	11460	4
406	10503	4
2053	6350	2
3413	13199	4
327	9459	5
1644	285	5
3450	16040	4
2092	13381	4
1725	3619	4
735	7666	5
3548	5226	4
1941	16898	2
555	7093	4
642	1666	5
2490	17444	5
880	13498	4
4808	2083	5
1046	8161	4
652	12306	4
654	3391	4
683	904	4
2674	10971	5
5079	2163	5
2692	15383	3
890	672	5
2670	10862	5
1493	2422	5
1772	10171	4
2536	5925	2
577	1665	4
4269	10170	5
849	960	2
3359	13331	5
1326	6703	3
1602	1002	2
566	1770	2
134	2716	5
2647	12178	5
3750	3364	5
2618	8269	5
1395	8499	4
214	6488	5
3455	2208	3
6	449	2
347	6218	4
266	1403	4
3197	3907	5
263	8191	4
2826	18772	2
2170	11539	3
1261	967	4
496	8427	4
3874	3656	2
5034	18420	2
363	9956	5
2651	2565	5
3974	7245	5
4551	3610	3
1046	8226	4
1631	3843	5
1976	10580	5
234	3967	5
2002	4016	4
4914	14948	5
1817	15810	2
3422	8665	5
988	14040	4
2268	10185	4
890	1748	4
2951	6715	5
74	3744	4
3346	15060	5
5248	496	2
3985	16242	5
2258	11497	5
3137	13532	5
321	9183	4
487	10768	5
404	4923	4
669	8813	4
892	9088	5
823	13236	2
4144	12348	4
5241	3863	5
5263	1992	5
3126	6874	5
32	1256	3
1515	10863	5
3056	1240	5
320	9101	3
338	9611	3
482	2114	3
2648	9468	2
3293	7283	4
2770	854	3
1815	14740	5
64	2581	5
2111	10793	4
4778	18660	5
3820	16340	3
4895	4269	5
2874	8510	5
5139	11276	1
964	7030	4
4072	5645	4
469	3119	3
2640	2292	3
1046	14402	3
387	4929	5
466	1481	5
4106	8615	5
293	6629	4
2985	12588	4
2647	14914	5
2206	2093	3
1586	15406	4
2530	14336	5
2192	3628	2
4840	895	3
2433	6031	5
1936	9073	1
551	854	1
3333	8671	5
2534	16200	4
4538	4997	4
5048	9998	4
47	257	5
2783	16927	5
4770	17899	1
1671	12430	5
2219	8186	5
2563	14180	5
3059	8161	4
2357	1924	5
2784	10408	4
706	2240	5
2866	5331	5
423	1939	3
711	1992	1
2847	17928	5
4709	19044	5
3527	2261	5
4279	8455	5
4470	16530	3
4300	13692	4
1949	9788	3
3047	18866	5
1503	5379	5
3061	2068	4
683	4435	5
4950	14456	1
564	4812	5
164	5449	3
5224	7492	5
791	10398	3
1189	769	5
2653	12186	4
5285	2208	3
188	6026	5
2501	17848	4
2581	10655	4
2215	13498	3
4970	5432	5
733	5982	4
1134	4940	5
604	12032	5
1888	10799	5
2103	13998	5
4979	920	2
4142	17328	5
2730	726	3
4597	825	4
2124	2809	3
2065	11995	5
1808	9652	5
5103	18108	5
2364	15039	5
1135	187	3
1034	7325	4
3364	17010	3
3411	17648	3
2556	8205	5
2708	17663	5
4917	17345	5
466	3057	2
612	11895	4
2350	16208	4
5220	288	3
2920	5055	5
289	1990	5
43	2458	5
37	2349	5
4818	5564	5
2712	869	4
2559	15516	5
4770	18800	5
2009	8489	5
4921	16883	5
5236	3868	5
239	563	3
224	2586	5
4242	4654	5
3812	9222	5
4429	10983	5
2199	6620	5
1628	10516	5
496	11222	4
2250	11738	4
2817	16028	4
4251	1252	5
4958	10256	5
347	9819	3
2596	8226	5
843	4738	1
4589	15875	3
1046	7118	4
733	12865	4
513	11344	5
3527	11551	4
3331	14643	2
1070	2910	5
2703	8367	3
719	4984	1
9	645	4
890	12855	4
3851	14183	2
2068	7011	5
4876	3510	1
860	4108	5
4943	18055	5
1103	8966	5
3491	5703	2
4950	18571	3
12	1107	5
3997	3771	4
1815	938	3
213	588	4
3680	4359	4
4416	15282	5
2730	13226	4
2980	11658	5
2345	16048	1
466	1035	2
1260	9910	5
558	11782	5
561	11834	4
4109	10087	4
225	6703	4
4944	6821	4
249	3660	3
3388	8239	2
1821	1933	3
683	2240	4
531	6596	4
3127	18920	5
2913	11152	2
1215	963	2
2119	962	1
3453	7138	5
1333	5119	2
1471	9544	1
182	5792	5
2158	6461	4
4069	1671	4
1279	10484	5
1821	16544	5
2638	6069	5
4038	15627	3
522	1665	5
4895	18355	5
4027	11497	4
4876	10752	3
4985	3102	4
2267	4299	4
719	2113	4
1897	9178	5
5001	17600	5
955	6704	4
2463	2244	2
876	12067	4
1415	15471	5
3860	9573	5
321	9107	4
5229	7547	4
2739	17102	3
3425	12639	4
1230	4229	5
949	8103	5
4768	5633	5
119	1939	5
1057	5607	5
1081	3050	5
307	6275	5
2585	15813	4
148	5219	4
562	277	5
2150	1519	3
2814	9672	4
2514	9767	3
3259	3134	1
3493	19102	5
2694	2261	5
626	12205	4
3378	15381	5
386	2523	5
47	2550	5
2795	17080	4
1470	15886	5
2193	3218	4
94	3627	5
2206	5193	5
36	2329	5
1821	12485	2
358	5069	5
3160	9092	4
1162	2794	4
1111	2045	5
246	7286	5
2564	3332	4
442	9643	5
1621	2917	5
4786	18729	5
67	65	5
745	5441	5
926	13363	5
296	352	4
3440	10821	5
3029	5496	4
3627	187	5
1331	7907	5
564	5793	5
4524	13982	5
3992	2992	4
1467	10697	4
2473	1543	5
169	5595	5
96	1288	3
793	7833	4
189	6112	5
4370	8821	3
3483	8485	5
2337	200	5
2103	17251	5
467	912	5
1315	8448	5
134	4940	3
4830	17946	5
421	10640	5
142	5138	3
3388	8379	5
3160	2347	5
4885	12430	5
1296	13308	5
34	2202	5
767	3680	2
4693	8585	2
2008	16156	5
519	8684	4
5126	14424	3
558	7391	5
47	2683	4
1039	3242	4
3636	3177	4
366	3292	5
4578	10170	5
289	2155	4
2263	2694	2
874	4257	5
4830	7766	5
719	12764	1
2233	9599	3
255	7881	4
4205	13199	4
341	5387	5
673	2105	5
2933	17423	5
2053	4548	5
1125	11788	5
5005	9465	3
1636	16063	3
346	9706	3
542	7978	4
1693	1576	5
3064	6219	5
2710	10635	5
83	3949	5
2309	14774	4
3056	18874	5
1979	8377	5
2485	12995	4
693	5644	4
2068	17180	5
211	1476	3
3124	14759	5
2534	1353	5
5088	7149	5
1304	645	5
2833	6237	5
2493	11378	2
5289	15747	5
1	45	5
553	1880	5
1899	7910	1
4051	1792	4
380	3286	2
3190	4638	4
1363	12980	5
3442	18254	1
1469	2929	5
2712	9640	4
2103	8539	5
4342	1927	2
3378	13996	5
1625	2430	5
229	5490	5
1046	2691	4
4951	4018	4
3443	8713	5
4950	5834	3
1438	12891	1
2045	819	4
2884	8829	5
347	9776	3
2600	9204	2
235	7023	5
1111	2017	4
3056	11695	5
2802	836	4
4494	5501	5
4387	17801	5
225	2437	5
1965	14722	5
3092	8259	4
762	13022	5
4979	1692	5
2191	4217	5
2167	16272	3
321	1018	4
3318	1437	4
5035	18941	5
1955	10127	3
5160	14905	5
2187	7088	5
3400	16695	4
2680	4352	4
5101	10397	2
74	3770	4
4859	216	4
1673	259	5
387	8308	5
287	8775	5
1	136	4
714	10899	5
1046	14399	4
4849	16620	5
2599	12675	5
16	1413	2
1405	3681	3
248	4679	5
4566	14736	4
347	9734	4
2242	7695	3
3402	11562	5
4162	14332	4
7	500	5
733	7185	5
3341	15764	5
529	962	2
855	13338	3
4561	8424	5
4357	4416	2
2166	16493	5
64	3071	4
5030	17642	2
4414	7774	5
1909	674	5
2624	8093	4
2702	8652	3
2754	13469	5
4217	6184	4
1886	3362	5
1246	15196	5
2904	8566	3
2416	3708	5
2601	13066	3
5075	3449	5
4840	14465	2
890	11995	5
1261	10971	3
4634	6353	5
2109	16338	5
4417	13343	5
1497	5034	3
887	8212	5
284	3803	4
1878	8597	4
846	2129	5
2182	5807	5
4924	8233	4
2468	15226	4
2266	12241	5
333	9535	5
1813	2399	5
3407	12195	5
3043	2894	5
2271	2963	3
2223	12676	3
2708	13183	5
1359	1437	5
1738	10178	3
708	3313	4
2552	859	5
722	3373	3
4553	676	5
2061	17143	5
1722	2398	4
3485	18077	5
830	3123	4
3341	1828	5
3771	15329	5
4143	3684	5
4916	14541	5
2255	2936	4
2659	8651	3
4876	9456	5
4057	18890	5
321	9190	5
4029	16801	5
1855	16282	4
1081	1900	5
1191	787	4
1830	240	5
4335	5529	4
5028	16104	2
3010	1662	1
4375	16019	5
5297	19055	5
120	4643	5
1158	977	4
1530	7547	5
2016	17069	4
3200	8544	5
3799	583	5
4739	10467	5
29	1972	3
3395	19024	5
302	8950	4
3953	306	4
3749	6081	4
2486	12393	4
67	230	5
2692	16468	4
1887	569	5
1028	454	4
2636	13990	5
1897	3446	5
143	5167	4
1436	3453	5
3488	13519	5
1647	16317	5
5288	1240	2
2918	3397	5
3822	969	4
251	7757	3
2637	17555	4
2708	16596	3
5295	296	5
700	12571	5
4602	8719	4
4007	8211	5
2538	274	1
2785	3587	5
1644	2597	3
4772	17008	4
4370	2504	5
683	1948	5
40	1495	5
2519	10752	4
1948	14634	3
1691	13279	5
868	962	4
1039	3120	5
2962	7947	5
2708	5305	4
3565	7730	2
4113	5130	5
4981	16040	5
4275	14648	1
3408	18687	5
1856	2815	5
980	12420	5
711	12651	4
346	1700	4
865	6455	5
719	3999	2
10	999	3
2989	161	4
2597	10014	5
423	10651	4
1256	267	5
2554	12639	4
2658	14270	5
917	9574	5
5132	10862	5
385	5270	1
2233	7540	5
2113	4867	1
2708	7766	1
2169	10633	4
361	9910	5
733	10937	5
1898	16214	5
1492	13747	3
2601	15366	4
2650	14851	5
72	3690	5
3988	15079	5
2956	14608	4
723	4508	5
2352	16200	4
964	10661	5
292	7896	5
366	2709	5
555	11725	5
1899	4791	4
2688	10391	3
791	2222	5
4351	8568	5
346	9696	3
1612	16148	5
2585	17690	1
2368	17868	4
4365	15530	2
1694	16402	4
3467	4640	4
2479	11685	4
1205	5675	4
263	8185	5
2154	10153	4
451	5196	4
211	1967	5
700	12574	4
2357	10381	5
745	12945	5
4017	288	1
191	458	4
2521	5534	5
181	5752	5
1889	3806	5
74	3803	4
2712	4665	4
719	3199	1
248	61	5
71	3667	3
263	8046	3
3852	10328	3
2501	18038	4
1333	824	4
395	9922	4
4078	2741	3
173	5641	5
4966	15722	4
604	9902	5
4206	8046	3
1628	16257	5
3025	4636	3
373	682	3
2591	8365	3
381	54	4
2739	3695	5
3546	14981	5
44	2460	4
4940	16910	5
1458	1995	4
3117	468	4
407	1171	4
60	2936	4
1898	6487	4
3443	4674	2
5088	17637	4
2756	762	5
2597	17084	2
366	2612	5
4799	3195	5
2422	756	5
10	974	5
3390	2265	5
279	5816	3
5132	11562	5
4660	4669	5
3759	6193	5
2693	15577	3
3190	8488	5
1964	14576	4
5143	14142	4
232	163	2
2351	6347	4
873	1335	4
32	2114	4
5218	11106	5
818	94	5
445	10136	5
327	9474	4
1162	4712	5
2708	15252	5
2677	15383	4
2839	2232	5
2462	12833	1
864	13372	4
3320	16892	4
876	11832	2
2921	3509	5
1779	4891	4
1030	3250	4
2903	3930	5
2647	10064	5
3954	2866	5
3507	11658	3
688	2216	4
3800	9098	5
2650	18222	4
1868	3344	4
2610	18301	3
5267	7744	5
4551	5254	3
2754	16347	5
2601	6618	5
2488	8688	4
2688	10344	2
4602	4639	4
1459	1528	4
380	10190	5
774	9511	4
5159	7583	5
337	3561	3
4866	19280	5
3326	15793	5
2290	17751	4
312	634	4
2034	5407	4
904	9653	3
4494	8461	5
964	9750	4
1881	2741	5
4651	2133	4
4037	5136	4
4351	10063	5
5167	14293	5
4650	19102	5
2517	4885	5
871	2834	3
5090	2102	5
1209	15050	4
1039	10596	5
2813	12584	5
140	5085	5
389	10265	4
887	8553	5
4076	5957	5
1079	3602	5
4657	14860	5
248	1149	4
2793	10668	2
4830	778	3
4786	10241	5
3407	5642	5
1243	13805	5
1191	963	4
2545	7001	4
1844	3093	3
2784	16723	5
15	573	4
874	10657	5
4677	14439	1
1875	6237	5
5110	12174	4
4028	17818	4
4705	14040	5
3099	17250	4
888	1647	5
1491	3811	5
3296	18956	4
690	646	5
5206	4829	5
4856	11231	5
2659	1240	3
249	682	4
1258	15248	4
1363	2697	5
3489	17737	4
1621	8866	4
1342	4769	4
293	2658	2
1208	12506	4
643	3341	2
5062	6350	5
3496	332	4
2686	16516	4
4865	6824	5
1973	9014	4
54	2795	5
231	6928	3
4861	11554	3
522	11431	5
2143	7780	3
3400	15768	5
975	1500	3
249	3036	5
203	175	4
1200	6240	5
5208	8895	3
1243	15178	5
4076	11267	5
4781	3772	5
537	3263	4
2233	1061	3
3392	8651	5
1279	888	5
225	6702	2
1354	5491	5
3764	16183	5
5113	10339	5
259	2347	5
4159	2044	5
2382	7924	5
1873	11219	4
60	211	5
3362	4555	3
5070	7492	5
1299	14161	4
4053	825	4
1056	1487	4
4645	12083	5
2708	5509	1
4269	6802	5
3030	4308	2
869	6922	5
4072	18720	3
3003	12163	4
2785	1585	4
2004	1992	4
423	318	4
2313	799	5
2279	6870	5
2369	6474	5
897	3812	5
3353	17958	5
1046	7212	3
1834	489	3
1060	10879	5
2691	17216	4
376	2733	4
2669	482	4
2270	8312	5
865	371	5
3132	4420	4
1370	5249	5
992	7485	5
3496	2929	5
2813	6218	5
1679	14192	5
2552	8365	1
900	933	4
1580	11295	5
2223	6724	5
3971	12161	5
3058	7667	5
2629	13494	3
142	5149	4
5088	18389	4
2357	16050	5
5036	17129	5
2712	18654	5
10	950	5
481	11143	5
2552	7641	5
189	6051	5
1397	11940	4
139	830	3
346	9725	4
560	9817	4
32	1265	5
3988	7563	5
3190	1159	5
421	1485	3
4980	15742	5
1285	7765	3
555	1297	5
1862	8551	2
2128	4635	1
240	359	2
508	4792	4
2062	3673	5
808	1986	3
1551	13169	4
2659	15626	4
4592	13504	4
868	2777	5
2768	4828	2
3617	8050	5
3421	6808	4
2692	778	4
4184	4473	4
868	3998	5
2585	1302	5
1969	5137	4
2943	14130	5
2455	16108	3
735	12899	5
865	7425	5
3798	4538	5
2566	6682	5
347	7544	3
270	3287	4
3992	12791	5
2250	2733	5
2223	10053	5
941	5407	5
1229	1687	5
561	5904	5
4730	14510	4
874	2049	3
548	3216	3
1364	3684	5
1736	13079	5
2879	15565	3
711	9264	4
2547	1888	4
4802	10812	2
2287	17289	5
192	6196	5
5062	10072	5
1278	10450	5
333	9557	5
1056	9093	5
35	2283	2
2855	12688	5
4610	19080	4
2103	12363	4
64	145	5
4818	4758	5
423	10418	3
1692	9910	4
1129	580	5
469	4187	1
1621	13874	3
235	7002	5
1862	7668	5
1421	7846	2
3126	11358	3
219	6522	4
194	482	5
3537	6070	4
2815	98	5
1366	15123	5
1259	9970	4
1162	170	4
2111	912	5
553	1922	5
404	9795	5
3627	2446	4
3395	17525	5
926	5315	4
1074	14638	4
1488	2244	3
4891	6187	3
4029	13268	5
5048	7722	5
5267	17035	2
682	1606	1
1953	2560	4
1138	2137	3
2674	14476	2
10	1034	5
2552	12978	5
1999	8565	5
334	9572	5
2566	3666	4
1416	11761	5
223	6581	4
2865	11249	5
1405	13300	4
93	1439	5
1024	4014	5
1633	13997	2
1181	4661	5
3493	18214	1
2455	1664	1
2249	2222	5
249	7425	5
2335	6804	4
2536	1014	5
5045	2069	3
3407	9459	5
992	8317	5
265	8098	5
1470	4309	5
1327	3076	4
5132	16708	5
2619	14421	4
1376	4802	5
4661	11992	4
626	5322	5
5238	10320	5
3421	11390	4
2865	8168	5
2871	11424	4
1006	14166	5
2454	16180	4
4076	385	4
1530	8210	5
2793	7947	5
2559	14286	5
1790	4347	3
575	10147	5
3453	7171	5
779	5523	5
888	1662	4
3128	17227	5
215	6513	5
3421	2878	4
1637	13164	5
4166	325	3
169	5564	3
188	5881	5
3659	7557	4
2648	9977	2
10	727	5
2351	11978	5
3168	5936	2
1491	482	5
4198	16274	5
449	8027	4
2036	13903	4
705	3460	3
1361	10036	2
1231	3220	5
5080	2522	5
321	5450	5
1361	8187	4
875	13472	4
4946	7555	4
4259	5620	4
9	578	2
2187	15337	4
1162	2658	2
1799	2664	5
4976	16431	4
2364	17859	4
1283	12785	5
2005	3232	5
1	92	4
4933	11582	5
926	8963	3
4012	10799	5
4408	6353	4
4	392	5
1877	11824	5
2928	16465	4
818	346	5
2155	5418	4
3675	4059	5
558	551	4
546	475	5
74	3752	4
189	6074	3
220	6555	1
4831	16576	5
2018	6283	5
47	2500	5
407	10256	3
5001	13201	5
1209	6073	2
4901	18481	4
537	5334	4
5278	15177	5
2619	13817	5
2888	18771	5
604	8630	2
1933	5991	5
2619	7885	5
4865	11753	4
3055	14856	5
10	718	5
2754	11911	1
417	10039	5
1384	2053	5
3484	8248	4
1162	13672	5
5178	11756	4
1132	14791	4
308	3334	4
1285	12277	5
2391	933	1
1357	15541	5
793	12316	3
1039	14270	4
312	9007	4
3007	14909	5
975	7771	5
4584	5560	5
4830	8222	2
973	10421	4
626	5642	3
3958	15071	5
73	3731	5
4540	14470	2
812	13163	4
256	7893	4
612	897	5
1912	15154	4
1189	8063	5
1235	15146	3
3061	8269	2
2834	15367	3
1586	5665	4
226	3427	4
2155	15938	2
1030	7386	4
601	1163	3
4098	11712	2
3157	17959	4
2255	16747	3
921	2417	5
3102	7029	5
1250	4538	4
1265	5626	5
244	7245	5
363	5637	5
355	9887	4
3696	8428	4
298	3919	5
3487	19071	4
2022	15701	4
91	694	5
474	11110	5
405	853	5
2670	5642	2
928	308	5
4565	8546	3
3044	5336	4
1070	11525	4
235	7039	5
281	8122	5
2338	15039	5
3147	3012	4
964	2941	3
1394	13959	3
2522	14394	4
3337	13264	4
4050	11713	3
337	4051	3
1419	6721	5
1725	13953	4
73	2754	5
2685	16440	4
4971	14054	5
2659	17777	5
2688	10347	4
2597	14710	5
4818	11647	5
247	3881	5
162	5388	5
1537	15977	3
2233	3645	5
2813	11588	5
5210	17899	4
4063	17488	5
3873	2432	4
1311	9759	5
4991	2741	5
1892	16786	5
3431	9202	5
822	3167	4
1804	1747	4
5170	407	5
114	4561	5
4826	14394	2
16	1410	4
690	3810	4
215	5213	4
853	5323	5
3305	1958	3
1331	8967	4
2709	15302	4
4651	11432	4
4979	14070	4
3202	14733	5
356	5769	4
1772	10289	3
47	2620	5
1406	12688	1
296	4942	3
1265	6815	5
992	8422	5
399	10358	5
571	9099	5
1034	14245	3
362	6334	5
3788	332	5
1046	11680	3
2733	1236	1
3932	2256	4
2485	7650	4
3627	16200	3
2385	974	4
2682	10185	5
1039	14271	5
1279	2705	5
791	3520	5
1077	12820	3
4830	8277	1
3387	972	5
3985	13648	5
2884	17647	2
5229	16476	5
4709	2083	5
2755	14818	4
1420	15813	3
4340	9675	5
1091	1613	4
1111	2751	4
4787	16501	5
366	6009	1
296	655	4
3540	14595	4
3051	9637	5
2396	11161	5
188	1848	3
225	3120	1
1277	13861	4
2216	4611	5
973	6244	4
3467	1401	5
416	7476	5
4105	878	5
299	8921	3
153	5315	5
4610	16847	4
2849	18777	5
465	966	5
1733	10572	4
3054	10799	5
5032	15276	5
1456	3020	5
2449	6400	5
17	1623	5
3460	7476	5
728	8870	3
4757	14494	4
3193	14372	5
52	2772	5
840	934	4
2339	12769	3
1292	15377	3
3550	7059	5
786	12624	5
3281	6052	4
2532	8381	4
811	9233	5
2769	7786	5
2619	13022	4
4918	1256	4
4958	2875	4
100	4310	5
2888	12430	4
2364	674	5
692	839	5
67	51	5
1682	14124	4
3415	8218	3
4368	13238	2
5075	7586	5
4444	6209	5
2714	9014	4
3649	12162	2
1693	8683	5
4444	1199	5
2601	16676	5
5048	15738	1
4006	17458	5
168	5552	4
2956	7219	1
5218	8329	4
3545	274	3
319	787	4
719	18	4
983	1565	5
4368	11175	5
3501	17555	2
4106	1002	5
257	3359	5
4718	17092	4
2067	12980	5
5078	18978	3
238	7093	4
4441	18651	3
4679	14072	5
745	12947	4
802	3454	5
4938	15240	5
3548	19135	4
2034	11734	5
2729	8436	3
3434	10418	5
901	3316	5
519	8490	4
1304	13309	5
4866	6345	4
4476	11367	4
4495	8287	4
341	995	2
2547	8171	5
62	876	4
4388	2819	4
2904	8144	5
746	95	4
2097	11778	4
257	7934	5
5136	16882	5
4021	18497	5
5252	6265	4
2068	3286	1
1889	16767	5
3491	5645	4
4917	2750	5
134	4979	4
2386	7929	2
190	6141	4
4019	13057	5
958	13857	5
874	3041	1
1327	5611	5
2597	9787	5
3331	6824	2
556	4414	4
2712	15636	4
466	1410	2
